"","Placement","Player","Country","Points","Deck","tournament","Pokemon1","Pokemon2"
"3456",270,"Haku13579","Japan","2","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3457",271,"jaimeaimyjam","United States","2","Articuno ex Starmie ex","ptcgpocket","Articuno ex","Starmie ex"
"3458",272,"Th3RaT","United States","2","Marowak ex Pidgeot","ptcgpocket","Marowak ex","Pidgeot"
"3459",273,"JGS","Brazil","2","Dragonite Weezing","ptcgpocket","Dragonite","Weezing"
"3460",274,"kn0w","Unknown","2","Articuno ex Starmie ex","ptcgpocket","Articuno ex","Starmie ex"
"3461",275,"Ellcryse","Italy","2","Arbok Weezing","ptcgpocket","Arbok","Weezing"
"3462",276,"GrimmChef","United States","2","Alakazam Weezing","ptcgpocket","Alakazam","Weezing"
"3463",277,"OmegaRaul","Canada","2","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3464",278,"Nonoob","Malaysia","2","Arbok Weezing","ptcgpocket","Arbok","Weezing"
"3465",279,"Poxari","Germany","2","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3466",280,"Vandojr","Brazil","2","Flareon Ninetales","ptcgpocket","Flareon","Ninetales"
"3467",281,"shovelclaws","United States","2","Arcanine ex Moltres ex","ptcgpocket","Arcanine ex","Moltres ex"
"3468",282,"ItzMIller","United States","2","Pikachu ex","ptcgpocket","Pikachu","ex"
"3469",283,"kejuu","Indonesia","2","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3470",284,"SSR","Argentina","2","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3471",285,"Bearishion","United States","2","Cinccino Persian","ptcgpocket","Cinccino","Persian"
"3472",286,"ProfessorG","Portugal","2","Alakazam Weezing","ptcgpocket","Alakazam","Weezing"
"3473",287,"meeklosh","Serbia","2","Articuno ex","ptcgpocket","Articuno","ex"
"3474",288,"YoungLotus12","Great Britain","2","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3475",289,"ItachiUchiha","Chile","2","Marowak ex Sandslash","ptcgpocket","Marowak ex","Sandslash"
"3476",290,"Racsoh","Spain","2","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3477",291,"arajacha","Spain","2","Mawile Melmetal","ptcgpocket","Mawile","Melmetal"
"3478",292,"Jabs","Brazil","2","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3479",293,"Thekokoron","Japan","2","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3480",294,"Rob1337","Germany","2","Articuno ex Blastoise ex","ptcgpocket","Articuno ex","Blastoise ex"
"3481",295,"Chaosqueen","United States","2","Ninetales Rapidash","ptcgpocket","Ninetales","Rapidash"
"3482",296,"War","Unknown","2","Blastoise ex Starmie ex","ptcgpocket","Blastoise ex","Starmie ex"
"3483",297,"Cuboneisamazin","Canada","2","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3484",298,"RavsJK","Unknown","2","Starmie ex Greninja","ptcgpocket","Starmie ex","Greninja"
"3485",299,"Kaza TCG","United States","2","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3486",300,"ArtsyKun","Unknown","2","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3487",301,"BoingK","Great Britain","2","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3488",302,"Asher Campbell","United States","1","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3489",303,"padoruxd","Brazil","1","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3490",304,"Trainer007","Brazil","1","Articuno ex Starmie ex","ptcgpocket","Articuno ex","Starmie ex"
"3491",305,"stayrealp","United States","1","Arcanine ex Charizard ex","ptcgpocket","Arcanine ex","Charizard ex"
"3492",306,"JoBeTo","Germany","1","Venusaur ex Lilligant","ptcgpocket","Venusaur ex","Lilligant"
"3493",307,"Coccobello","Italy","1","Dragonite Frosmoth","ptcgpocket","Dragonite","Frosmoth"
"3494",308,"prawnwizard","Unknown","1","Farfetch'd Ninetales","ptcgpocket","Farfetch'd","Farfetch'Ninetales"
"3495",309,"BlizzardSn0w","Germany","1","Nidoking Weezing","ptcgpocket","Nidoking","Weezing"
"3496",310,"stirlingthunder","United States","1","Articuno ex","ptcgpocket","Articuno","ex"
"3497",311,"yuki_8322","Japan","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3498",312,"volition","Chile","1","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3499",313,"ArcanaMD","United States","1","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3500",314,"RestlessGambler","United States","1","Arbok Muk","ptcgpocket","Arbok","Muk"
"3501",315,"Atrox78","France","1","Arbok Pidgeot","ptcgpocket","Arbok","Pidgeot"
"3502",316,"DemianDE","Argentina","1","Articuno ex Starmie ex","ptcgpocket","Articuno ex","Starmie ex"
"3503",317,"DiDi C","Taiwan","1","Exeggutor ex Wigglytuff ex","ptcgpocket","Exeggutor ex","Wigglytuff ex"
"3504",318,"Nikozzz88","Italy","1","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3505",319,"pogi","Korea","1","Exeggutor ex Venusaur ex","ptcgpocket","Exeggutor ex","Venusaur ex"
"3506",320,"Zeratou","Unknown","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3507",321,"Jay_Bird","Unknown","1","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3508",322,"Ghmp","Unknown","1","Marowak ex Sandslash","ptcgpocket","Marowak ex","Sandslash"
"3509",323,"Akashiw12","Brazil","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3510",324,"Davis8899","Taiwan","1","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3511",325,"Kryolyte","Unknown","1","Alakazam Weezing","ptcgpocket","Alakazam","Weezing"
"3512",326,"Defaulthxd","Italy","1","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3513",327,"bloopy123","Unknown","1","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3514",328,"capo72761","Unknown","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3515",329,"Higa","Unknown","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3516",330,"Greenpee","Great Britain","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3517",331,"Exxxxsegutor","Unknown","1","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3518",332,"Lemminghart","Unknown","1","Dragonite Weezing","ptcgpocket","Dragonite","Weezing"
"3519",333,"CockBlaster342","Germany","1","Dragonite Weezing","ptcgpocket","Dragonite","Weezing"
"3520",334,"Kuraito","Mexico","1","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3521",335,"Ren G","United States","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3522",336,"PhilipeJoon","Chile","1","Articuno ex Starmie ex","ptcgpocket","Articuno ex","Starmie ex"
"3523",337,"danrubi93","Mexico","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3524",338,"Eggnog","Canada","1","Wigglytuff ex Greninja","ptcgpocket","Wigglytuff ex","Greninja"
"3525",339,"LuckyLukey","Great Britain","1","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3526",340,"Asra757","Malaysia","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3527",341,"mbaro","Spain","1","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3528",342,"TXH_Ryan","United States","1","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3529",343,"Chander","Unknown","1","Exeggutor ex Butterfree","ptcgpocket","Exeggutor ex","Butterfree"
"3530",344,"KaySoo","Italy","1","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3531",345,"yoppe06","Japan","1","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3532",346,"GachaisBadCiv","United States","1","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3533",347,"NeonGutss","Greece","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3534",348,"Kera","Spain","1","Articuno ex","ptcgpocket","Articuno","ex"
"3535",349,"Garmas","Brazil","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3536",350,"gmrgud7875","Korea","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3537",351,"deathy94","Peru","1","Articuno ex Starmie ex","ptcgpocket","Articuno ex","Starmie ex"
"3538",352,"DrTomfoolery","Unknown","1","Frosmoth Gyarados","ptcgpocket","Frosmoth","Gyarados"
"3539",353,"Jazza02064","Great Britain","1","Arbok Weezing","ptcgpocket","Arbok","Weezing"
"3540",354,"Folka","Italy","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3541",355,"josestalindo","Spain","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3542",356,"tyranitarrocks10","United States","1","Articuno ex Heliolisk","ptcgpocket","Articuno ex","Heliolisk"
"3543",357,"OneZ","Brazil","1","Dragonite Weezing","ptcgpocket","Dragonite","Weezing"
"3544",358,"Bell","Unknown","1","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3545",359,"Mystic_XD","India","1","Bisharp Melmetal","ptcgpocket","Bisharp","Melmetal"
"3546",360,"XAKITAX","Chile","1","Starmie ex Greninja","ptcgpocket","Starmie ex","Greninja"
"3547",361,"Paolocrd","Italy","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3548",362,"theodorus","Indonesia","1","Dragonite Kangaskhan","ptcgpocket","Dragonite","Kangaskhan"
"3549",363,"iJoboGuy","United States","1","Marowak ex Pidgeot","ptcgpocket","Marowak ex","Pidgeot"
"3550",364,"DarKingBR","Brazil","1","Arbok Weezing","ptcgpocket","Arbok","Weezing"
"3551",365,"oaks","Unknown","1","Articuno ex Tentacruel","ptcgpocket","Articuno ex","Tentacruel"
"3552",366,"isengard","Unknown","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3553",367,"LegendofKage","Unknown","1","Marowak ex Sandslash","ptcgpocket","Marowak ex","Sandslash"
"3554",368,"titustan011","Singapore","1","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3555",369,"Bryan931006","Colombia","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3556",370,"Sarinha","Brazil","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3557",371,"Vincentb6","Thailand","1","Gengar ex Pidgeot","ptcgpocket","Gengar ex","Pidgeot"
"3558",372,"Lulu","Unknown","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3559",373,"TeammateTyler","United States","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3560",374,"xeon","Unknown","1","Exeggutor ex Venusaur","ptcgpocket","Exeggutor ex","Venusaur"
"3561",375,"Xemaster","Spain","1","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3562",376,"Losdo","Unknown","1","Marowak ex Sandslash","ptcgpocket","Marowak ex","Sandslash"
"3563",377,"MiguelGremista","Brazil","1","Marowak ex Sandslash","ptcgpocket","Marowak ex","Sandslash"
"3564",378,"NinoEx","Panama","1","Melmetal Weezing","ptcgpocket","Melmetal","Weezing"
"3565",379,"Myungjoon Kim","Korea","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3566",380,"Chick3n","Germany","1","Ninetales Rapidash","ptcgpocket","Ninetales","Rapidash"
"3567",381,"LeUnicornPrince","Great Britain","1","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3568",382,"Colassalrips","South Africa","1","Machamp ex Marowak ex","ptcgpocket","Machamp ex","Marowak ex"
"3569",383,"renta","Japan","1","Pikachu ex Raichu","ptcgpocket","Pikachu ex","Raichu"
"3570",384,"painapoooo","Japan","0","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3571",385,"Sprohh","Chile","0","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3572",386,"Stormix27","Chile","0","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3573",387,"Ron H","United States","0","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3574",388,"Fiery","Singapore","0","Arbok Kabutops","ptcgpocket","Arbok","Kabutops"
"3575",389,"Kurow","Unknown","0","Alakazam Weezing","ptcgpocket","Alakazam","Weezing"
"3576",390,"hugme","Korea","0","Aerodactyl Pidgeot","ptcgpocket","Aerodactyl","Pidgeot"
"3577",391,"Drago","Unknown","0","Marowak ex Sandslash","ptcgpocket","Marowak ex","Sandslash"
"3578",392,"Kilofafa","France","0","Marowak ex Sandslash","ptcgpocket","Marowak ex","Sandslash"
"3579",393,"chrisotore2","Germany","0","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3580",394,"finalys","Singapore","0","Articuno ex","ptcgpocket","Articuno","ex"
"3581",395,"Yu Ito","Japan","0","Mewtwo ex Weezing","ptcgpocket","Mewtwo ex","Weezing"
"3582",396,"Onemagician4496","Great Britain","0","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3583",397,"HAHEHOHAHU","Unknown","0","Exeggutor ex Vileplume","ptcgpocket","Exeggutor ex","Vileplume"
"3584",398,"laiken","Unknown","0","Blastoise ex Meowth","ptcgpocket","Blastoise ex","Meowth"
"3585",399,"Hatster","Unknown","0","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3586",400,"JBKaze","Australia","0","Alakazam Weezing","ptcgpocket","Alakazam","Weezing"
"3587",401,"nu__poke ","Japan","0","Articuno ex","ptcgpocket","Articuno","ex"
"3588",402,"Yain","Spain","0","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3589",403,"Eric23122327","Unknown","0","Articuno ex Starmie ex","ptcgpocket","Articuno ex","Starmie ex"
"3590",404,"PokeNinja","United States","0","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3591",405,"MayRhein","Indonesia","0","Nidoking Nidoqueen","ptcgpocket","Nidoking","Nidoqueen"
"3592",406,"Andrew Hall","United States","0","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3593",407,"HerAzula","Australia","0","Pikachu ex Raichu","ptcgpocket","Pikachu ex","Raichu"
"3594",408,"vinniehuba","Unknown","0","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3595",409,"cleytoncaminha","Brazil","0","Marowak ex Sandslash","ptcgpocket","Marowak ex","Sandslash"
"3596",410,"olliefug","Great Britain","0","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3597",411,"Kuja","Spain","0","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3598",412,"vlex","United States","0","Alakazam Weezing","ptcgpocket","Alakazam","Weezing"
"3599",413,"TosTos","Unknown","0","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3600",414,"Sloaney","United States","0","Articuno ex Starmie ex","ptcgpocket","Articuno ex","Starmie ex"
"3601",415,"Miguelanhee","Spain","0","Venusaur ex Lilligant","ptcgpocket","Venusaur ex","Lilligant"
"3602",416,"Akbarram","Indonesia","0","Venomoth Weezing","ptcgpocket","Venomoth","Weezing"
"3603",417,"jerrrrry","Hong Kong","0","Primeape Sandslash","ptcgpocket","Primeape","Sandslash"
"3604",418,"Emanador","United States","0","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3605",419,"mrtawsiti3","Croatia","0","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3606",420,"Tevich","Thailand","0","Articuno ex Starmie ex","ptcgpocket","Articuno ex","Starmie ex"
"3607",421,"Sandy1340","Unknown","0","Nidoking Nidoqueen","ptcgpocket","Nidoking","Nidoqueen"
"3608",422,"Tochi43","Austria","0","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3609",423,"roux","Unknown","0","Ninetales Rapidash","ptcgpocket","Ninetales","Rapidash"
"3610",424,"Olazaba","United States","0","Muk Weezing","ptcgpocket","Muk","Weezing"
"3611",425,"M4kia_t","Japan","0","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3612",426,"TuesdayTCG","United States","0","Wigglytuff ex Dugtrio","ptcgpocket","Wigglytuff ex","Dugtrio"
"3613",427,"Juk3dGaming","Canada","0","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3614",428,"TheReaper_619","India","0","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3615",429,"seojuni1229","Korea","0","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3616",430,"Fantsy","Belgium","0","Marowak ex Sandslash","ptcgpocket","Marowak ex","Sandslash"
"3617",431,"iLoveQueijo","Brazil","0","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3618",432,"Majin_jboogz34","Unknown","0","Arbok Pidgeot","ptcgpocket","Arbok","Pidgeot"
"3619",433,"pabloo30","Spain","0","Exeggutor ex Venusaur ex","ptcgpocket","Exeggutor ex","Venusaur ex"
"3620",434,"ege","Japan","0","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3621",435,"Vwiersemaa","Netherlands","0","Arcanine ex Kangaskhan","ptcgpocket","Arcanine ex","Kangaskhan"
"3622",436,"GhostTown","United States","0","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3623",437,"Rickhen","Canada","0","Charizard ex Moltres ex","ptcgpocket","Charizard ex","Moltres ex"
"3624",438,"gyojun2024","Korea","0","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3625",439,"SweetieBelle85","United States","0","Aerodactyl Kabutops","ptcgpocket","Aerodactyl","Kabutops"
"3626",440,"Beru -","Malaysia","0","Blastoise ex Vaporeon","ptcgpocket","Blastoise ex","Vaporeon"
"3627",441,"Ellie","Poland","0","Pikachu ex Heliolisk","ptcgpocket","Pikachu ex","Heliolisk"
"3628",442,"Keep","Italy","0","Machamp ex Sandslash","ptcgpocket","Machamp ex","Sandslash"
"3629",443,"pitunacar","Spain","0","Venusaur ex Venusaur","ptcgpocket","Venusaur ex","Venusaur"
"3630",444,"Soafie","United States","0","Pikachu ex Zapdos ex","ptcgpocket","Pikachu ex","Zapdos ex"
"3631",445,"Exno","Brazil","0","Marowak ex Sandslash","ptcgpocket","Marowak ex","Sandslash"
"3632",446,"JCRBZ","Spain","0","Pikachu ex Raichu","ptcgpocket","Pikachu ex","Raichu"
"3633",447,"Jotapee","Spain","0","Pikachu ex Electrode","ptcgpocket","Pikachu ex","Electrode"
"3634",448,"timbozlize","Germany","0","Blastoise ex Starmie ex","ptcgpocket","Blastoise ex","Starmie ex"
"3635",449,"tcbobo","Malaysia","0","Exeggutor ex Venusaur ex","ptcgpocket","Exeggutor ex","Venusaur ex"
"3636",450,"JeehForever","Brazil","0","Dragonite Weezing","ptcgpocket","Dragonite","Weezing"
"3637",451,"Forjas","Brazil","0","Pikachu ex Zebstrika","ptcgpocket","Pikachu ex","Zebstrika"
"3638",452,"TTV_YonixLXR","France","0","Articuno ex Starmie ex","ptcgpocket","Articuno ex","Starmie ex"
"3639",453,"Imakuma","Unknown","0","Pikachu ex Raichu","ptcgpocket","Pikachu ex","Raichu"
"3640",454,"Fawn","Indonesia","0","Arbok Weezing","ptcgpocket","Arbok","Weezing"
"3641",455,"Erudon","Brazil","0","Ninetales Rapidash","ptcgpocket","Ninetales","Rapidash"
"3642",456,"Casualoldeco","Unknown","0","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3643",457,"Colin Hawley","Canada","0","Blastoise ex Zapdos ex","ptcgpocket","Blastoise ex","Zapdos ex"
"3644",458,"Jirawat S","Thailand","0","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3645",459,"loss","Unknown","0","Melmetal Weezing","ptcgpocket","Melmetal","Weezing"
"3646",460,"Tauhjai49","Unknown","0","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3647",461,"ploalexis","Canada","0","Machamp ex Meowth","ptcgpocket","Machamp ex","Meowth"
"3648",462,"neant","France","0","Exeggutor ex Victreebel","ptcgpocket","Exeggutor ex","Victreebel"
"3649",463,"TrainerElias","Canada","0","Ninetales Rapidash","ptcgpocket","Ninetales","Rapidash"
"3650",464,"C0C4br","Brazil","0","Arbok Weezing","ptcgpocket","Arbok","Weezing"
"3651",465,"MarHardeck","Indonesia","0","Mewtwo ex Pidgeot","ptcgpocket","Mewtwo ex","Pidgeot"
"3652",466,"CrimsonInk","Germany","0","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3653",467,"hrsnfbrn","Indonesia","0","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3654",468,"Fairlifemilk967","United States","0","Exeggutor ex Venusaur ex","ptcgpocket","Exeggutor ex","Venusaur ex"
"3655",469,"LeeoCastro","Mexico","0","Mewtwo ex Gardevoir","ptcgpocket","Mewtwo ex","Gardevoir"
"3656",470,"Loup","France","0","Dragonite Eelektross","ptcgpocket","Dragonite","Eelektross"
"3657",1,"Glam0urtv","Greece","36","Mewtwo ex Gardevoir","redactedcrown6","Mewtwo ex","Gardevoir"
"3658",2,"Hunschback","United States","34","Mewtwo ex Gardevoir","redactedcrown6","Mewtwo ex","Gardevoir"
"3659",3,"olukq","Japan","30","Machamp ex","redactedcrown6","Machamp","ex"
"3660",4,"rodolfocoton","Argentina","28","Pikachu ex Zebstrika","redactedcrown6","Pikachu ex","Zebstrika"
"3661",5,"True_Afro","Unknown","24","Pikachu ex Zebstrika","redactedcrown6","Pikachu ex","Zebstrika"
"3662",6,"iLoveQueijo","Brazil","24","Arcanine ex Moltres ex","redactedcrown6","Arcanine ex","Moltres ex"
"3663",7,"Ryzeoverrun","Australia","24","Pikachu ex Electrode","redactedcrown6","Pikachu ex","Electrode"
"3664",8,"White_juv","France","24","Pikachu ex Electrode","redactedcrown6","Pikachu ex","Electrode"
"3665",9,"Bipolar","Brazil","21","Muk Weezing","redactedcrown6","Muk","Weezing"
"3666",10,"FluffySky","Indonesia","21","Pikachu ex Zebstrika","redactedcrown6","Pikachu ex","Zebstrika"
"3667",11,"sleepydreepy","United States","21","Mewtwo ex Gardevoir","redactedcrown6","Mewtwo ex","Gardevoir"
"3668",12,"PANCA","Indonesia","21","Arbok Weezing","redactedcrown6","Arbok","Weezing"
"3669",13,"brandon141","Singapore","21","Mewtwo ex Gardevoir","redactedcrown6","Mewtwo ex","Gardevoir"
"3670",14,"Maxwell C","United States","18","Marowak ex Marowak","redactedcrown6","Marowak ex","Marowak"
"3671",15,"grimers","Brazil","18","Pikachu ex Zapdos ex","redactedcrown6","Pikachu ex","Zapdos ex"
"3672",16,"ichipoke","Japan","18","Pikachu ex Zapdos ex","redactedcrown6","Pikachu ex","Zapdos ex"
