"","Player","Round","Result","Opponent","PlayerDeck","OpponentDeck"
"3493","gibsantos",2,"WIN","prayos","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"3494","gibsantos",1,"WIN","Math3euuss","Mewtwo ex Gardevoir","Charizard ex Moltres ex"
"3495","yungmung69",5,"LOSS","Bisca","Blastoise ex Tentacruel","Pikachu ex Zapdos ex"
"3496","yungmung69",4,"LOSS","OhNoimGINGER","Blastoise ex Tentacruel","Pikachu ex Zapdos ex"
"3497","yungmung69",3,"WIN","Novastence","Blastoise ex Tentacruel","Mewtwo ex Gardevoir"
"3498","yungmung69",2,"WIN","waftage","Blastoise ex Tentacruel","Charizard ex Moltres ex"
"3499","yungmung69",1,"WIN","Zalf","Blastoise ex Tentacruel","Mewtwo ex Gardevoir"
"3500","taiking7",5,"LOSS","Fierus","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"3501","taiking7",4,"WIN","crunchy","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3502","taiking7",3,"LOSS","rckola","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3503","taiking7",2,"WIN","Mizukbulls","Pikachu ex Zapdos ex","Pikachu ex Raichu"
"3504","taiking7",1,"WIN","Calixe","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3505","Zergui",6,"LOSS","FlyAsAFlygon","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3506","Zergui",5,"LOSS","Raichuomega","Pikachu ex Zapdos ex","Starmie ex Articuno ex"
"3507","Zergui",4,"WIN","Stixxe","Pikachu ex Zapdos ex","Articuno ex"
"3508","Zergui",3,"WIN","Chikonina25","Pikachu ex Zapdos ex","Gardevoir Mewtwo ex"
"3509","Zergui",2,"LOSS","KrazeeDavid","Pikachu ex Zapdos ex","Ninetales Rapidash"
"3510","Zergui",1,"WIN","Kamell","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3511","Teremiare",5,"LOSS","Guii","Starmie ex Articuno ex","Venusaur ex Exeggutor ex"
"3512","Teremiare",4,"WIN","olukq","Starmie ex Articuno ex","Machamp ex"
"3513","Teremiare",3,"WIN","Suyeon","Starmie ex Articuno ex","Pikachu ex Zapdos ex"
"3514","Teremiare",2,"LOSS","thrae","Starmie ex Articuno ex","Wigglytuff ex Weezing"
"3515","Teremiare",1,"WIN","KaptKerr","Starmie ex Articuno ex","Ninetales Rapidash"
"3516","t1al",6,"LOSS","Senfapfel98","Articuno ex","Pikachu ex Zapdos ex"
"3517","t1al",5,"LOSS","GoofGG","Articuno ex","Charizard ex Moltres ex"
"3518","t1al",4,"LOSS","Hayato","Articuno ex","Pikachu ex Zapdos ex"
"3519","t1al",3,"WIN","FilvisMH","Articuno ex","Mewtwo ex Gardevoir"
"3520","t1al",2,"WIN","GrimAlk","Articuno ex","Dragonite Weezing"
"3521","t1al",1,"WIN","Hermes","Articuno ex","Mewtwo ex Gardevoir"
"3522","Lorio",6,"LOSS","arajacha","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3523","Lorio",5,"LOSS","FaiLuomoFr","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3524","Lorio",4,"LOSS","Sigphale","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3525","Lorio",3,"WIN","beyond","Mewtwo ex Gardevoir","Marowak ex Sandslash"
"3526","Lorio",2,"WIN","Floydonthemoon","Mewtwo ex Gardevoir","Ninetales Rapidash"
"3527","Lorio",1,"WIN","lmc131121","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3528","Riolucario",5,"LOSS","Reggo","Mewtwo ex Gardevoir","Arbok Weezing"
"3529","Riolucario",4,"LOSS","Poloremplo","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"3530","Riolucario",3,"WIN","Hanamon","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3531","Riolucario",2,"WIN","Lei","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"3532","Riolucario",1,"WIN","SnazzyRedd","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3533","jgilomen1",6,"LOSS","Suhol","Wigglytuff ex Weezing","Mewtwo ex Gardevoir"
"3534","jgilomen1",5,"LOSS","u w","Wigglytuff ex Weezing","Mewtwo ex Gardevoir"
"3535","jgilomen1",4,"LOSS","Jano","Wigglytuff ex Weezing","Pikachu ex Zapdos ex"
"3536","jgilomen1",3,"WIN","Remm","Wigglytuff ex Weezing","Muk Weezing"
"3537","jgilomen1",2,"WIN","Juniorfrmos","Wigglytuff ex Weezing","Arbok Weezing"
"3538","jgilomen1",1,"WIN","zaiko08","Wigglytuff ex Weezing","Charizard ex Moltres ex"
"3539","Luidee",7,"LOSS","PeptoG","Charizard ex Moltres ex","Pikachu ex Zapdos ex"
"3540","Luidee",6,"LOSS","Johnny_Ryall","Charizard ex Moltres ex","Ninetales Rapidash"
"3541","Luidee",5,"WIN","XceL2op","Charizard ex Moltres ex","Marowak ex Sandslash"
"3542","Luidee",4,"WIN","13thephantom","Charizard ex Moltres ex","Alakazam Gardevoir"
"3543","Luidee",3,"LOSS","Inazashi","Charizard ex Moltres ex","Pikachu ex Zapdos ex"
"3544","Luidee",2,"WIN","Kichi","Charizard ex Moltres ex","Pikachu ex Zapdos ex"
"3545","Luidee",1,"LOSS","wsgRon","Charizard ex Moltres ex","Ninetales Rapidash"
"3546","Racsoh",7,"LOSS","Ruberi22","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"3547","Racsoh",6,"LOSS","syareu","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3548","Racsoh",5,"LOSS","LeeoCastro","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3549","Racsoh",4,"WIN","Machaka","Pikachu ex Zapdos ex","Pikachu ex Electrode"
"3550","Racsoh",3,"WIN","Qwertymop","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"3551","Racsoh",2,"LOSS","Folka","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"3552","Racsoh",1,"WIN","Bodaum22","Pikachu ex Zapdos ex","Sandslash Primeape"
"3553","gaelxo",5,"LOSS","PHIS","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"3554","gaelxo",4,"WIN","Mariolone","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3555","gaelxo",3,"WIN","Abe","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3556","gaelxo",2,"LOSS","ruru","Pikachu ex Zapdos ex","Pikachu ex Raichu"
"3557","gaelxo",1,"WIN","BigTingz","Pikachu ex Zapdos ex","Starmie ex Articuno ex"
"3558","Juan Gomez",5,"LOSS","RussFFW","Charizard ex Moltres ex","Pikachu ex Zapdos ex"
"3559","Juan Gomez",4,"LOSS","MaesWins","Charizard ex Moltres ex","Pikachu ex Zapdos ex"
"3560","Juan Gomez",3,"WIN","nandosgude","Charizard ex Moltres ex","Marowak ex Sandslash"
"3561","Juan Gomez",2,"WIN","alfpuccino","Charizard ex Moltres ex","Ninetales Rapidash"
"3562","Juan Gomez",1,"WIN","SwansonSays","Charizard ex Moltres ex","Arbok Weezing"
"3563","alex00000",5,"LOSS","pogi","Marowak ex Dugtrio","Mewtwo ex Gardevoir"
"3564","alex00000",4,"LOSS","Jeudy","Marowak ex Dugtrio","Pikachu ex Raichu"
"3565","alex00000",3,"WIN","Numatinale","Marowak ex Dugtrio","Mewtwo ex Gardevoir"
"3566","alex00000",2,"WIN","CapCaps","Marowak ex Dugtrio","Pikachu ex Zebstrika"
"3567","alex00000",1,"WIN","WARBEN","Marowak ex Dugtrio","Ninetales Rapidash"
"3568","dont_eat_me",6,"LOSS","waftage","Ninetales Rapidash","Charizard ex Moltres ex"
"3569","dont_eat_me",5,"LOSS","waffle0118","Ninetales Rapidash","Alakazam Greninja"
"3570","dont_eat_me",4,"WIN","TDNmegane","Ninetales Rapidash","Pikachu ex Raichu"
"3571","dont_eat_me",3,"WIN","KyoMeh","Ninetales Rapidash","Dragonite Weezing"
"3572","dont_eat_me",2,"WIN","DT ","Ninetales Rapidash","Machamp ex Onix"
"3573","dont_eat_me",1,"LOSS","Jade181324","Ninetales Rapidash","Starmie ex Articuno ex"
"3574","LaDji",5,"LOSS","tilti1","Mewtwo ex Gardevoir","Arbok Weezing"
"3575","LaDji",4,"WIN","Maikinho","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3576","LaDji",3,"LOSS","Luiz L","Mewtwo ex Gardevoir","Starmie ex Articuno ex"
"3577","LaDji",2,"WIN","Dragfall","Mewtwo ex Gardevoir","Pikachu ex Electrode"
"3578","LaDji",1,"WIN","Alecterior","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3579","NeonRST",6,"LOSS","Marc19","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"3580","NeonRST",5,"LOSS","sLieR","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3581","NeonRST",4,"LOSS","crynimar","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"3582","NeonRST",3,"WIN","RealAsMike","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"3583","NeonRST",2,"WIN","godreld","Mewtwo ex Gardevoir","Ninetales Rapidash"
"3584","NeonRST",1,"WIN","umarfc2021","Mewtwo ex Gardevoir","Starmie ex Greninja"
"3585","ItzRichard",5,"LOSS","Noxy","Pikachu ex Zapdos ex","Venusaur ex Exeggutor ex"
"3586","ItzRichard",4,"LOSS","Jazzz","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3587","ItzRichard",3,"WIN","Sarson","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3588","ItzRichard",2,"WIN","HeLoDe","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"3589","ItzRichard",1,"WIN","Motorio","Pikachu ex Zapdos ex","Ninetales Rapidash"
"3590","Artikgg",5,"LOSS","ichi_p","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3591","Artikgg",4,"LOSS","Livzzy","Pikachu ex Zapdos ex","Pikachu ex Electrode"
"3592","Artikgg",3,"WIN","rean2019","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"3593","Artikgg",2,"WIN","Super_Peace","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"3594","Artikgg",1,"WIN","luizysbb","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3595","zuma",5,"LOSS","KaptKerr","Starmie ex Articuno ex","Ninetales Rapidash"
"3596","zuma",4,"WIN","Tonezy","Starmie ex Articuno ex","Alakazam Weezing"
"3597","zuma",3,"WIN","Adoleta","Starmie ex Articuno ex","Charizard ex Moltres ex"
"3598","zuma",2,"WIN","Rameeeen23","Starmie ex Articuno ex","Dragonite Frosmoth"
"3599","zuma",1,"LOSS","Sarson","Starmie ex Articuno ex","Pikachu ex Zapdos ex"
"3600","Flashkun",5,"LOSS","pateke16","Starmie ex Articuno ex","Mewtwo ex Gardevoir"
"3601","Flashkun",4,"LOSS","manu1556","Starmie ex Articuno ex","Pikachu ex Zapdos ex"
"3602","Flashkun",3,"WIN","Duruk","Starmie ex Articuno ex","Marowak ex Golbat"
"3603","Flashkun",2,"WIN","정우 강","Starmie ex Articuno ex","Mewtwo ex Gardevoir"
"3604","Flashkun",1,"WIN","akapelu","Starmie ex Articuno ex","Pikachu ex Zapdos ex"
"3605","figoahmad",7,"LOSS","Mozer","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3606","figoahmad",6,"LOSS","Sho3320","Mewtwo ex Gardevoir","Charizard ex Moltres ex"
"3607","figoahmad",5,"LOSS","Pogue","Mewtwo ex Gardevoir","Starmie ex Articuno ex"
"3608","figoahmad",4,"LOSS","Enel","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3609","figoahmad",3,"WIN","Kevy93","Mewtwo ex Gardevoir","Alakazam Weezing"
"3610","figoahmad",2,"WIN","lai","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3611","figoahmad",1,"WIN","nivde","Mewtwo ex Gardevoir","Pikachu ex Electrode"
"3612","Filantropo",6,"LOSS","ElwhydeParaguay","Pikachu ex Zapdos ex","Starmie ex Lapras ex"
"3613","Filantropo",5,"LOSS","airya","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"3614","Filantropo",4,"WIN","Nhuada","Pikachu ex Zapdos ex","Articuno ex Starmie ex"
"3615","Filantropo",3,"WIN","himazin","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3616","Filantropo",2,"WIN","Alytreta","Pikachu ex Zapdos ex","Marowak ex Primeape"
"3617","Filantropo",1,"LOSS","ffilo","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"3618","SMIKKELBEER",5,"LOSS","stirlingthunder","Venusaur ex Exeggutor ex","Starmie ex Articuno ex"
"3619","SMIKKELBEER",4,"WIN","CoolGer","Venusaur ex Exeggutor ex","Arbok Weezing"
"3620","SMIKKELBEER",3,"WIN","BOJUKING","Venusaur ex Exeggutor ex","Blastoise ex Articuno ex"
"3621","SMIKKELBEER",2,"LOSS","Ignacio Oyarzún A.","Venusaur ex Exeggutor ex","Marowak ex Pidgeot"
"3622","SMIKKELBEER",1,"WIN","epg_enry","Venusaur ex Exeggutor ex","Pikachu ex Electrode"
"3623","Bteks",6,"LOSS","SwansonSays","Pikachu ex Zapdos ex","Arbok Weezing"
"3624","Bteks",5,"LOSS","Vny","Pikachu ex Zapdos ex","Marowak ex Sandslash"
"3625","Bteks",4,"WIN","SungDae","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3626","Bteks",3,"LOSS","NE","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"3627","Bteks",2,"WIN","wsgRon","Pikachu ex Zapdos ex","Ninetales Rapidash"
"3628","Bteks",1,"WIN","KyluKz","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"3629","draloken",5,"LOSS","Kaamix","Dragonite Weezing","Charizard ex Moltres ex"
"3630","draloken",4,"LOSS","TheGodsEye","Dragonite Weezing","Pikachu ex Raichu"
"3631","draloken",3,"WIN","TwitchTVOdinzadaTV","Dragonite Weezing","Pikachu ex Raichu"
"3632","draloken",2,"WIN","Porkatack","Dragonite Weezing","Charizard ex Magmar"
"3633","draloken",1,"WIN","Juandi77","Dragonite Weezing","Pikachu ex Zapdos ex"
"3634","MinatoRJ",6,"LOSS","Jesus V","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"3635","MinatoRJ",5,"LOSS","OffWhiteJ1","Mewtwo ex Gardevoir","Pikachu ex Raichu"
"3636","MinatoRJ",4,"WIN","GTlv99","Mewtwo ex Gardevoir","Marowak ex Primeape"
"3637","MinatoRJ",3,"WIN","ponni318","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3638","MinatoRJ",2,"LOSS","VRSancheti","Mewtwo ex Gardevoir","Marowak ex Sandslash"
"3639","MinatoRJ",1,"WIN","Matthew S","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3640","Gaëtan Lugon-Moulin",6,"LOSS","nxissimo","Arbok Weezing","Pikachu ex Zapdos ex"
"3641","Gaëtan Lugon-Moulin",5,"LOSS","Froo","Arbok Weezing","Pikachu ex Zapdos ex"
"3642","Gaëtan Lugon-Moulin",4,"WIN","M4ni","Arbok Weezing","Mewtwo ex Gardevoir"
"3643","Gaëtan Lugon-Moulin",3,"LOSS","spamandrice","Arbok Weezing","Ninetales Rapidash"
"3644","Gaëtan Lugon-Moulin",2,"WIN","asd9424","Arbok Weezing","Pikachu ex Zapdos ex"
"3645","Gaëtan Lugon-Moulin",1,"WIN","barbosaa3","Arbok Weezing","Mewtwo ex Gardevoir"
"3646","BigTingz",5,"LOSS","Drayke","Starmie ex Articuno ex","Pikachu ex Zapdos ex"
"3647","BigTingz",4,"WIN","Skyzlimitz","Starmie ex Articuno ex","Pikachu ex Electrode"
"3648","BigTingz",3,"WIN","MongaZone","Starmie ex Articuno ex","Lapras ex Articuno ex"
"3649","BigTingz",2,"WIN","ElvisTek","Starmie ex Articuno ex","Marowak ex Sandslash"
"3650","BigTingz",1,"LOSS","gaelxo","Starmie ex Articuno ex","Pikachu ex Zapdos ex"
"3651","Jowooooow",8,"LOSS","Crucye","Mewtwo ex Gardevoir","Pidgeot Arbok"
"3652","Jowooooow",7,"LOSS","TwoKayPie","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3653","Jowooooow",6,"LOSS","cjxskull","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"3654","Jowooooow",5,"WIN","JuniorThePke","Mewtwo ex Gardevoir","Articuno ex"
"3655","Jowooooow",4,"WIN","Storm206","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"3656","Jowooooow",3,"WIN","Math3euuss","Mewtwo ex Gardevoir","Charizard ex Moltres ex"
"3657","Jowooooow",2,"LOSS","6SegarrosSage","Mewtwo ex Gardevoir","Starmie ex Articuno ex"
"3658","Jowooooow",1,"LOSS","franco2796","Mewtwo ex Gardevoir","Charizard ex Moltres ex"
"3659","sltcGabz",6,"LOSS","Gomttuk","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3660","sltcGabz",5,"LOSS","poko0000","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"3661","sltcGabz",4,"LOSS","Anomi","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"3662","sltcGabz",3,"WIN","Kaywi21","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3663","sltcGabz",2,"WIN","sahbrant1","Pikachu ex Zapdos ex","Arbok Weezing"
"3664","sltcGabz",1,"WIN","Nikozzz88","Pikachu ex Zapdos ex","Venusaur ex Exeggutor"
"3665","Eggnog",6,"LOSS","Iceteailol","Gengar ex Gengar","Mewtwo ex Gardevoir"
"3666","Eggnog",5,"LOSS","NE","Gengar ex Gengar","Mewtwo ex Gardevoir"
"3667","Eggnog",4,"WIN","Sutton","Gengar ex Gengar","Dodrio Jolteon"
"3668","Eggnog",3,"WIN","EeveeGuy","Gengar ex Gengar","Charizard ex Moltres ex"
"3669","Eggnog",2,"WIN","irwan210795","Gengar ex Gengar","Pikachu ex Zapdos ex"
"3670","Eggnog",1,"LOSS","Ghmp","Gengar ex Gengar","Mewtwo ex Gardevoir"
"3671","Disdai",6,"LOSS","ttvStrawhat","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3672","Disdai",5,"LOSS","pedrosantos","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3673","Disdai",4,"WIN","Alderori","Pikachu ex Zapdos ex","Greninja Articuno ex"
"3674","Disdai",3,"LOSS","ichi_p","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3675","Disdai",2,"WIN","earth","Pikachu ex Zapdos ex","Articuno ex Lapras ex"
"3676","Disdai",1,"WIN","Croxaki","Pikachu ex Zapdos ex","Kabutops Kangaskhan"
"3677","animbask",5,"LOSS","sakura_muhai","Pidgeot Arbok","Pikachu ex Raichu"
"3678","animbask",4,"WIN","KrazeeDavid","Pidgeot Arbok","Ninetales Rapidash"
"3679","animbask",3,"WIN","Stoffies","Pidgeot Arbok","Pikachu ex Zebstrika"
"3680","animbask",2,"WIN","WholeMilkOtter","Pidgeot Arbok","Articuno ex Lapras ex"
"3681","animbask",1,"LOSS","Kyookey","Pidgeot Arbok","Pikachu ex Zapdos ex"
"3682","EdrianBanana",6,"LOSS","Xapu69","Venusaur ex Exeggutor ex","Mewtwo ex Gardevoir"
"3683","EdrianBanana",5,"LOSS","Gqqq","Venusaur ex Exeggutor ex","Pikachu ex Zapdos ex"
"3684","EdrianBanana",4,"WIN","Lasagna","Venusaur ex Exeggutor ex","Arbok Weezing"
"3685","EdrianBanana",3,"WIN","TsuyuSV","Venusaur ex Exeggutor ex","Weezing Muk"
"3686","EdrianBanana",2,"WIN","Crystallenz","Venusaur ex Exeggutor ex","Blastoise ex Blastoise"
"3687","EdrianBanana",1,"LOSS","Hideout","Venusaur ex Exeggutor ex","Pikachu ex Zapdos ex"
"3688","Nidha",6,"LOSS","Brunocarmona","Arbok Weezing","Pikachu ex Zebstrika"
"3689","Nidha",5,"WIN","lukinha","Arbok Weezing","Ninetales Rapidash"
"3690","Nidha",4,"LOSS","DEADi","Arbok Weezing","Sandslash Primeape"
"3691","Nidha",3,"WIN","AnonymousARG","Arbok Weezing","Arbok Weezing"
"3692","Nidha",2,"WIN","markoh","Arbok Weezing","Mewtwo ex Gardevoir"
"3693","Nidha",1,"LOSS","Blak0u","Arbok Weezing","Mewtwo ex Gardevoir"
"3694","Eureca",6,"LOSS","Minarin","Pikachu ex Zapdos ex","Starmie ex Articuno ex"
"3695","Eureca",5,"WIN","Azhell","Pikachu ex Zapdos ex","Primeape"
"3696","Eureca",4,"LOSS","jaycefel","Pikachu ex Zapdos ex","Exeggutor ex Exeggutor"
"3697","Eureca",3,"WIN","KhaZ_5","Pikachu ex Zapdos ex","Articuno ex Frosmoth"
"3698","Eureca",2,"WIN","arajacha","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"3699","Eureca",1,"LOSS","3333","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3700","Azulite",5,"LOSS","DecaPod","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3701","Azulite",4,"WIN","gabrielsolino","Pikachu ex Zapdos ex","Venusaur ex Exeggutor ex"
"3702","Azulite",3,"LOSS","leomc","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3703","Azulite",2,"WIN","GloriWasHere","Pikachu ex Zapdos ex","Starmie ex Articuno ex"
"3704","Azulite",1,"WIN","BringBack1996","Pikachu ex Zapdos ex","Charizard ex Moltres ex"
"3705","Zaky",6,"LOSS","knullified","Pikachu ex Electrode","Alakazam Weezing"
"3706","Zaky",5,"LOSS","Jeffrey M","Pikachu ex Electrode","Starmie ex Frosmoth"
"3707","Zaky",4,"WIN","waftage","Pikachu ex Electrode","Charizard ex Moltres ex"
"3708","Zaky",3,"WIN","Francisco Rodriguez Perez","Pikachu ex Electrode","Pikachu ex Zapdos ex"
"3709","Zaky",2,"LOSS","G3TR1Gh7","Pikachu ex Electrode","Pikachu ex Zapdos ex"
"3710","Zaky",1,"WIN","Thomas Guerrero","Pikachu ex Electrode","Mewtwo ex Gardevoir"
"3714","Ash_PTCG",7,"LOSS","Darffan","Pikachu ex Zapdos ex","Pikachu ex Zebstrika"
"3715","Ash_PTCG",6,"LOSS","Jzin","Pikachu ex Zapdos ex","Ninetales Rapidash"
"3716","Ash_PTCG",5,"LOSS","Spiinner","Pikachu ex Zapdos ex","Exeggutor ex Beedrill"
"3717","Ash_PTCG",4,"LOSS","NinoEx","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"3718","Ash_PTCG",3,"WIN","Shiroe","Pikachu ex Zapdos ex","Pikachu ex Zapdos ex"
"3719","Ash_PTCG",2,"WIN","Arylide","Pikachu ex Zapdos ex","Marowak ex Pidgeot"
"3720","Ash_PTCG",1,"WIN","ElwhydeParaguay","Pikachu ex Zapdos ex","Starmie ex Lapras ex"
"3721","volinator",5,"LOSS","ItsMik3yTime","Mewtwo ex Gardevoir","Charizard ex Moltres ex"
"3722","volinator",4,"LOSS","Gengar47","Mewtwo ex Gardevoir","Starmie ex Articuno ex"
"3723","volinator",3,"WIN","Alejo S","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"3724","volinator",2,"WIN","SyraBIN","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"3725","volinator",1,"WIN","keropon","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"3726","qre",5,"LOSS","PsychoTropik","Mewtwo ex Gardevoir","Muk Weezing"
"3727","qre",4,"WIN","Weednose","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3728","qre",3,"LOSS","VampRook","Mewtwo ex Gardevoir","Pikachu ex Zebstrika"
"3729","qre",2,"WIN","Akbarram","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3730","qre",1,"WIN","PakBas","Mewtwo ex Gardevoir","Pikachu ex Zapdos ex"
"3732","Louan",6,"LOSS","NikoAlexander","Mewtwo ex Gardevoir","Ninetales Rapidash"
"3733","Louan",5,"LOSS","Numatinale","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3734","Louan",4,"WIN","Robyn","Mewtwo ex Gardevoir","Machamp ex Marowak ex"
"3735","Louan",3,"LOSS","Chrisotore8","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3736","Louan",2,"WIN","Razu_zu","Mewtwo ex Gardevoir","Wigglytuff ex Weezing"
"3737","Louan",1,"WIN","frs","Mewtwo ex Gardevoir","Marowak ex Sandslash"
"3738","Thunderdog",7,"LOSS","HeLoDe","Mewtwo ex Gardevoir","Charizard ex Moltres ex"
"3739","Thunderdog",6,"LOSS","Stoffies","Mewtwo ex Gardevoir","Pikachu ex Zebstrika"
"3740","Thunderdog",5,"WIN","Tohsarpau","Mewtwo ex Gardevoir","Charizard ex Moltres ex"
"3741","Thunderdog",4,"LOSS","RuthlessRedge","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3742","Thunderdog",3,"WIN","LazyLily","Mewtwo ex Gardevoir","Arbok Weezing"
"3743","Thunderdog",2,"WIN","TwoKayPie","Mewtwo ex Gardevoir","Mewtwo ex Gardevoir"
"3744","Thunderdog",1,"LOSS","DrakoHel","Mewtwo ex Gardevoir","Pikachu ex Electrode"
"3745","Nagathor",6,"LOSS","ackerman","Arbok Weezing","Greninja Starmie ex"
"3746","Nagathor",5,"LOSS","TrainerElias","Arbok Weezing","Machamp ex Marowak ex"
"3747","Nagathor",4,"WIN","MrGlue","Arbok Weezing","Pikachu ex Zapdos ex"
"3748","Nagathor",3,"WIN","RonkaX","Arbok Weezing","Mewtwo ex Gardevoir"
"3749","Nagathor",2,"WIN","Xec","Arbok Weezing","Alakazam Weezing"
"3750","Nagathor",1,"LOSS","DEADi","Arbok Weezing","Sandslash Primeape"
"3751","CallMeJarda",5,"LOSS","Skorme","Pikachu ex Zapdos ex","Pikachu ex Zebstrika"
"3752","CallMeJarda",4,"WIN","GilangSurya","Pikachu ex Zapdos ex","Pikachu ex Zebstrika"
"3753","CallMeJarda",3,"WIN","Steelcutter","Pikachu ex Zapdos ex","Wigglytuff ex Weezing"
"3754","CallMeJarda",2,"WIN","Johnny_Ryall","Pikachu ex Zapdos ex","Ninetales Rapidash"
"3755","CallMeJarda",1,"LOSS","YOH","Pikachu ex Zapdos ex","Mewtwo ex Gardevoir"
"3756","hannacout",10,"LOSS","dede495","Pikachu ex Electrode","Dragonite Frosmoth"
"3757","hannacout",9,"LOSS","Gekacu","Pikachu ex Electrode","Marowak ex Dugtrio"
"3759","hannacout",7,"LOSS","DownAirOnly","Pikachu ex Electrode","Pikachu ex Zapdos ex"
"3760","hannacout",6,"LOSS","Hanamon","Pikachu ex Electrode","Mewtwo ex Gardevoir"
"3761","hannacout",5,"LOSS","Hazelnut","Pikachu ex Electrode","Pikachu ex Zapdos ex"
"3762","hannacout",4,"LOSS","AnaLystX","Pikachu ex Electrode","Pikachu ex Raichu"
"3763","hannacout",3,"WIN","Zlatan_Br","Pikachu ex Electrode","Starmie ex Articuno ex"
"3764","hannacout",2,"WIN","Lant","Pikachu ex Electrode","Pikachu ex Zapdos ex"
"3765","hannacout",1,"WIN","climaxx123","Pikachu ex Electrode","Pikachu ex Raichu"
"3766","rean2019",5,"LOSS","jvluso","Mewtwo ex Gardevoir","Starmie ex Articuno ex"
"3767","rean2019",4,"WIN","bFlo","Mewtwo ex Gardevoir","Charizard ex Moltres ex"
